Codigo PAIS|Nombre PAIS|Codigo DEPARTAMENTO|Nombre DEPARTAMENTO|Codigo PROVINCIA|Nombre PROVINCIA|Codigo MUNICIPIO|Nombre MUNICIPIO|Codigo RECINTO|Nombre RECINTO|Codigo MESA|Nombre MESA|NO|SÍ|BLANCOS|EMITIDOS|INSCRITOS|NULOS|VALIDOS
BO|BOLIVIA|05|POTOSI|0501|TOMÁS FRÍAS|050101|POTOSÍ|1979719797|COL. 31 DE OCTUBRE|50271|50271|152|23|0|181|209|6|175
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0741907419|CENTRO INTEGRAL NIÑO JESUS FE Y ALEGRIA|33048|33048|23|22|1|47|51|1|45
BO|BOLIVIA|02|LA PAZ|0207|FRANZ TAMAYO|020701|APOLO|0876708767|ESC. PUCHAHUI|26384|26384|76|97|4|185|218|8|173
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1447314473|ESC. SAN JOSE|21762|21762|106|97|0|211|233|8|203
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1008910089|COLEGIO HUAYNA POTOSI|23024|23024|68|128|6|212|231|10|196
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1310213102|ESC. ALFREDO VARGAS|20391|20391|119|84|0|207|228|4|203
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2367423674|COL.ESCUELA POLY VILLARROEL|72891|72891|141|61|1|205|235|2|202
BO|BOLIVIA|06|TARIJA|0603|GRAN CHACO|060301|YACUIBA|2905429054|U.E. 12 DE AGOSTO|61103|61103|93|95|5|196|231|3|188
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0710407104|UNIDAD EDUCATIVA NESTOR ADRIAZOLA (EX COLEGIO NACIONAL CALAMA)|32733|32733|118|74|1|207|232|14|192
BO|BOLIVIA|02|LA PAZ|0204|CAMACHO|020401|PUERTO ACOSTA|0853808538|COLEGIO NACIONAL MIXTO CHIÑAYA|25999|25999|43|121|13|187|216|10|164
BO|BOLIVIA|02|LA PAZ|0208|INGAVÍ|020801|VIACHA|0913409134|ESC. CENTRO TILATA|26581|26581|67|144|2|224|237|11|211
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1693716937|U. E. VIRGEN DEL MAR II.-|40479|40479|124|72|1|201|234|4|196
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1443614436|COL. AMOR DE DIOS|21725|21725|144|36|0|182|227|2|180
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031001|SACABA|0576505765|LICEO DE SEÑORITAS SACABA|33791|33791|112|92|2|213|235|7|204
BO|BOLIVIA|05|POTOSI|0502|RAFAEL BUSTILLO|050201|UNCÍA|1930319303|COL. INTERMEDIO INDEPENDENCIA|50696|50696|109|69|13|203|228|12|178
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031001|SACABA|0613406134|ESCUELA CARLOS PEREDO SANDOVAL|34160|34160|98|91|2|205|228|14|189
BO|BOLIVIA|06|TARIJA|0603|GRAN CHACO|060303|VILLAMONTES|2877728777|U.E. COLORADOS DE BOLIVIA|61291|61291|98|91|2|196|232|5|189
BO|BOLIVIA|08|BENI|0806|MARBÁN|080601|LORETO|0064100641|ESC.PERFECTA VDA. DE BEJARANO|81004|81004|62|86|2|155|227|5|148
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030902|SIPE SIPE|0759807598|UNIDAD EDUCATIVA SAUCE RANCHO|33227|33227|64|131|1|203|236|7|195
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0480604806|UNIDAD EDUCATIVA EL SALVADOR SAN JAVIER|31229|31229|86|114|1|208|231|7|200
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0540305403|ESCUELA CENTRAL TAQUIÑA "A"|31826|31826|119|82|0|207|234|6|201
BO|BOLIVIA|05|POTOSI|0504|CHAYANTA|050404|OCURÍ|1846418464|COLEGIO DANIEL SALAMANCA|51200|51200|43|93|17|164|225|11|136
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2153321533|COL. TRISTAN ROCA|70750|70750|140|44|0|189|223|5|184
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1161911619|COL 1RO DE MAYO|24554|24554|116|91|1|215|235|7|207
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1666116661|ESC. JACINTO RODRIGUEZ (LA AURORA).-|40203|40203|104|102|1|211|239|4|206
BO|BOLIVIA|03|COCHABAMBA|0312|CARRASCO|031201|TOTORA|0355703557|SEDE DE LA JUNTA VECINAL DE EPIZANA|34602|34602|28|169|5|209|233|7|197
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031001|SACABA|0625906259|U.E. TUTIMAYU|34285|34285|75|117|6|206|215|8|192
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1333813338|ESC LA MERCED|20627|20627|89|109|3|209|227|8|198
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1024010240|ESCUELA RAFAEL PABON|23175|23175|64|133|6|218|235|15|197
BO|BOLIVIA|01|CHUQUISACA|0108|BELISARIO BOETO|010801|VILLA SERRANO|0120301203|ESCUELA "MARISCAL SUCRE"|11501|11501|67|97|6|183|228|13|164
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1153211532|UNIDAD EDUCATIVA CARLOS PALENQUE|24467|24467|79|122|2|213|232|10|201
BO|BOLIVIA|07|SANTA CRUZ|0702|WARNES|070201|WARNES|2742027420|U.E. IGNACIO WARNES|74942|74942|119|70|0|198|235|9|189
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0482804828|COLEGIO SAN FRANCISCO (VILLA PAGADOR)|31251|31251|57|129|0|195|231|9|186
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1040310403|ESC LUIS ESPINAL CAMPS|23338|23338|73|132|3|219|232|11|205
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1350913509|ESC. GENOVEVA RIOS|20798|20798|91|102|1|199|228|5|193
BO|BOLIVIA|02|LA PAZ|0212|LOS ANDES|021201|PUCARANI|0973809738|COLEGIO COHANA|27259|27259|41|154|6|206|224|5|195
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0504705047|UNIVERSIDAD CATOLICA|31470|31470|152|42|0|197|232|3|194
BO|BOLIVIA|01|CHUQUISACA|0107|NOR CINTI|010704|VILLA CHARCAS|0153701537|U.E. MOLLINI|11490|11490|3|52|1|57|74|1|55
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1297012970|DIR DISTRITAL DE EDUCACION|20259|20259|160|42|1|205|228|2|202
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0413704137|ESC. REPUBLICA DEL PERU O I. VASQUEZ|30560|30560|128|70|2|202|229|2|198
BO|BOLIVIA|07|SANTA CRUZ|0710|OBISPO SANTISTEBAN|071003|MINEROS|2655026550|ESC. NUCLEO CENTRAL MINERO|76727|76727|116|77|1|198|233|4|193
BO|BOLIVIA|03|COCHABAMBA|0314|PUNATA|031403|SAN BENITO (VILLA JOSÉ QUINTÍN MENDOZA)|0683906839|U. E. 27 DE MAYO (EX JOSE B. PEREIRA)|35181|35181|56|136|4|206|237|10|192
BO|BOLIVIA|04|ORURO|0406|POOPÓ|040601|POOPÓ (VILLA POOPÓ)|1758117581|U.E. LIBERTADOR SIMON BOLIVAR|41195|41195|16|85|5|106|111|0|101
BO|BOLIVIA|03|COCHABAMBA|0303|AYOPAYA|030303|COCAPATA|0289002890|ESCUELA PEDRO DOMINGO MURILLO -CALIENTES|32276|32276|24|167|0|203|228|12|191
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0509105091|CENTRO INTEGRADO EL SALVADOR S-VERA CRUZ|31514|31514|84|94|2|190|229|10|178
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2362523625|ANGELINA RIVERA|72842|72842|126|86|0|214|235|2|212
BO|BOLIVIA|07|SANTA CRUZ|0711|ÑUFLO DE CHÁVEZ|071103|SAN RAMÓN|2644726447|ESC. CENTRAL SAN RAMON|76932|76932|124|69|2|198|233|3|193
BO|BOLIVIA|08|BENI|0802|VACA DIÉZ|080201|RIBERALTA|0094500945|ESC.FELIX SATTORY ROMAN|80436|80436|135|43|0|179|223|1|178
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0706607066|TEOFILO VARGAS CANDIA "B"|32695|32695|96|94|1|201|231|10|190
BO|BOLIVIA|06|TARIJA|0602|ARCE|060202|BERMEJO|2771227712|U.E. OCTAVIO CAMPERO ECHAZU (BERMEJO)|60831|60831|74|97|2|176|228|3|171
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2100921009|COL. VIRGEN DE COTOCA|70226|70226|164|32|0|198|229|2|196
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1662016620|U. E. EDUARDO AVAROA|40162|40162|153|47|1|203|224|2|200
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1347413474|COL. CRISTO REY|20763|20763|111|68|3|186|195|4|179
BO|BOLIVIA|05|POTOSI|0503|CORNELIO SAAVEDRA|050301|BETANZOS|1862018620|ESC. CENTRAL VILA VILA|50942|50942|7|29|1|41|50|4|36
BO|BOLIVIA|08|BENI|0801|CERCADO|080101|TRINIDAD|0004900049|ESC. NUESTRA SEÑORA DE FATIMA|80038|80038|132|55|1|190|230|2|187
BO|BOLIVIA|02|LA PAZ|0212|LOS ANDES|021202|LAJA|0969009690|COL. PEDRO DOMINGO MURILLO|27329|27329|47|129|3|199|217|20|176
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010103|POROMA|0157301573|PUESTO DE SALUD "VIRU VIRU"|10957|10957|26|81|9|124|145|8|107
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2272722727|COL.U. E. CARLOS LA TORRE|71944|71944|155|33|1|195|227|6|188
BO|BOLIVIA|02|LA PAZ|0213|AROMA|021301|SICA SICA (VILLA AROMA)|0836508365|ESCUELA SIMON BOLIVAR|27456|27456|38|155|2|199|221|4|193
BO|BOLIVIA|02|LA PAZ|0220|CARANAVI|022001|CARANAVI|0861608616|COL. MADRE MARIA FEDERICA|27968|27968|70|107|2|189|229|10|177
BO|BOLIVIA|05|POTOSI|0511|JOSÉ MARÍA LINARES|051103|CKOCHAS|1877418774|ESC.CKOCHAS|51778|51778|88|87|4|189|226|10|175
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2493624936|COL. OSCAR ARNULFO|74153|74153|114|88|0|210|234|8|202
BO|BOLIVIA|06|TARIJA|0601|CERCADO|060101|TARIJA|2851428514|U.E. SAN GERONIMO|60568|60568|146|25|1|175|233|3|171
BO|BOLIVIA|07|SANTA CRUZ|0707|CORDILLERA|070706|CAMIRI|2537325373|ESC. JOSE CASTRILLO|76073|76073|91|84|2|185|235|8|175
BO|BOLIVIA|07|SANTA CRUZ|0711|ÑUFLO DE CHÁVEZ|071104|SAN JULIÁN|2640326403|ESCUELA EDUARDO AVAROA|77022|77022|60|134|3|209|226|12|194
BO|BOLIVIA|02|LA PAZ|0211|SUR YUNGAS|021104|PALOS BLANCOS|1622216222|ESC. CENTRAL SAPECHO|27133|27133|33|109|0|147|174|5|142
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0157701577|UNIDAD EDUCATIVA "CHUQUI CHUQUI"|10004|10004|59|116|15|199|227|9|175
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031001|SACABA|0601606016|UNIDAD EDUCATIVA EDMUNDO BOJANOWSKI|34042|34042|122|46|0|173|192|5|168
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030902|SIPE SIPE|0763707637|UNIDAD EDUCATIVA UCHU UCHU|33266|33266|2|198|0|208|221|8|200
BO|BOLIVIA|07|SANTA CRUZ|0706|SARA|070601|PORTACHUELO|2698226982|ESC. ANGEL MARIA LIMPIAS|75762|75762|94|48|2|145|162|1|142
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0198001980|ESC. SAN JUANILLO|10407|10407|140|56|1|200|234|3|196
BO|BOLIVIA|07|SANTA CRUZ|0710|OBISPO SANTISTEBAN|071001|MONTERO|2677526775|COL. UNIDAD EDUCATIVA LA ESPERANZA|76516|76516|110|93|0|204|231|1|203
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1725617256|ESC. JUAN PABLO.-|40798|40798|101|88|4|198|231|5|189
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1455814558|COL. LUIS ESPINAL CAMPS|21847|21847|71|140|1|216|236|4|211
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0234202342|COL.JORGE REVILLA|10769|10769|124|67|6|205|231|8|191
BO|BOLIVIA|07|SANTA CRUZ|0706|SARA|070602|SANTA ROSA DEL SARA|2705227052|ESC. RINCON DE PALOMETA|75832|75832|129|63|5|198|230|1|192
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2110421104|COL. LUZ Y SABER II|70321|70321|134|62|0|203|234|7|196
BO|BOLIVIA|03|COCHABAMBA|0315|BOLÍVAR|031501|BOLÍVAR|0301203012|ESCUELA COYUMA|35233|35233|31|45|3|86|109|7|76
BO|BOLIVIA|01|CHUQUISACA|0102|AZURDUY|010202|TARVITA (VILLA ORÍAS)|0117501175|ESCUELA "MARISCAL BRAUN"|10993|10993|63|111|4|186|218|8|174
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1041210412|ESC ELIZARDO PEREZ|23347|23347|73|121|5|205|230|6|194
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1157511575|COL CALAMA|24510|24510|75|135|2|220|232|8|210
BO|BOLIVIA|04|ORURO|0414|SEBASTIAN PAGADOR|041401|SANTIAGO DE HUARI|1771417714|U. E. LUCUMPAYA|41464|41464|10|46|0|57|65|1|56
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0737307373|ESCUELA FELIX MARTINEZ|33002|33002|131|76|0|210|236|3|207
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0370103701|UNIDAD EDUCATIVA DANIEL SALAMANCA (EX COLEGIO NAL. MIXTO 6 DE AGOSTO)|30124|30124|150|35|0|187|212|2|185
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031002|COLOMI|0567805678|UNIDAD EDUCATIVA SAMUEL FINA SAVIO|34288|34288|62|138|3|210|230|7|200
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1538615386|COLEGIO FRANCIA|22675|22675|112|76|4|206|235|14|188
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2440624406|COL. JOSE MALKY JESUS MARIA|73623|73623|149|44|1|197|229|3|193
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1308713087|ESCUELA PILOTO NACIONES UNIDAS|20376|20376|114|29|0|146|168|3|143
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1510515105|ESC. CLUB DE LEONES|22394|22394|93|113|0|214|234|8|206
BO|BOLIVIA|07|SANTA CRUZ|0702|WARNES|070201|WARNES|2738927389|U.E. IGNACIO WARNES|74911|74911|126|70|2|201|229|3|196
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2432124321|COL. RODOLFO JOEM|73538|73538|105|90|1|230|233|34|195
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1069510695|UNIDAD EDUCATIVA BRASILIA|23630|23630|103|97|0|210|232|10|200
BO|BOLIVIA|01|CHUQUISACA|0109|SUR CINTI|010902|CULPINA|0249902499|U. EDU. "JOSE ANTONIO ZAMPA"|11536|11536|72|109|4|194|226|9|181
BO|BOLIVIA|01|CHUQUISACA|0103|ZUDÁÑEZ|010301|VILLA ZUDAÑEZ (TACOPAYA)|0278102781|ESCUELA "SAYAN CHACA"|11026|11026|11|168|5|192|225|8|179
BO|BOLIVIA|03|COCHABAMBA|0306|ARQUE|030601|ARQUE|0284502845|ESCUELA E INTERNADO DARIO ANTEZANA V.|32465|32465|2|173|1|188|233|12|175
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0553205532|UNIDAD EDUCATIVA RENE BARRIENTOS ORTUÑO|31955|31955|63|132|5|207|237|7|195
BO|BOLIVIA|05|POTOSI|0502|RAFAEL BUSTILLO|050203|LLALLAGUA|1919219192|MARTIN CARDENAS|50791|50791|71|93|4|193|225|25|164
BO|BOLIVIA|02|LA PAZ|0213|AROMA|021305|PATACAMAYA|0833608336|UNIDAD EDUCATIVA CAUCHI - TITIRI|27629|27629|43|152|4|206|225|7|195
BO|BOLIVIA|03|COCHABAMBA|0312|CARRASCO|031205|PUERTO VILLARROEL|0349303493|ESCUELA TORIBIO CLAURE (V. HERMOSO)|34828|34828|19|188|2|212|228|3|207
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0547705477|U.E. NACIONAL SAN ISIDRO|31900|31900|58|131|4|204|237|11|189
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1253012530|UNIDAD EDUCATIVA PROGRESO|25465|25465|81|122|1|211|233|7|203
BO|BOLIVIA|06|TARIJA|0602|ARCE|060201|PADCAYA|2779327793|ESC. SECCIONAL QUEÑAHUAYCO|60733|60733|6|51|0|57|59|0|57
BO|BOLIVIA|07|SANTA CRUZ|0707|CORDILLERA|070703|CABEZAS|2529425294|ESC. SECCIONAL PUEBLO VIEJO|75950|75950|26|13|3|43|56|1|39
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031001|SACABA|0582705827|ESCUELA GERMAN BUSCH|33853|33853|106|91|3|204|225|4|197
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2390323903|COL. SAN PABLO|73120|73120|168|36|0|206|230|2|204
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2454524545|COL. VICTOR PAZ ESTENSORO|73762|73762|104|80|3|193|230|6|184
BO|BOLIVIA|01|CHUQUISACA|0109|SUR CINTI|010902|CULPINA|0251202512|UNIDAD EDUCATIVA "TOJLASA"|11549|11549|63|106|7|190|231|14|169
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1076410764|COL PUERTO MEJILLONES|23699|23699|122|77|3|208|229|6|199
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2124421244|COL. GABRIEL RENE MORENO|70461|70461|161|23|1|190|225|5|184
BO|BOLIVIA|05|POTOSI|0502|RAFAEL BUSTILLO|050201|UNCÍA|1932219322|NUCLEO ESCOLAR CALA CALA|50715|50715|25|162|1|195|220|7|187
BO|BOLIVIA|01|CHUQUISACA|0104|TOMINA|010401|PADILLA|0257102571|COLEGIO "SAN PIO X"|11088|11088|72|103|8|188|228|5|175
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0463904639|ESCUELA FISCAL JUAN XXIII "A"|31062|31062|140|67|1|209|233|1|207
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1355013550|ESC. SAN MARTIN|20839|20839|131|66|1|212|232|14|197
BO|BOLIVIA|05|POTOSI|0511|JOSÉ MARÍA LINARES|051101|PUNA (VILLA TALAVERA)|1883818838|ESC.SEPULTURAS|51727|51727|65|51|7|126|161|3|116
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0182501825|FACULTAD DE MEDICINA|10252|10252|152|33|1|188|234|2|185
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1481414814|UNIDAD EDUCATIVA REPUBLICA DE CUBA|22103|22103|151|45|0|199|232|3|196
BO|BOLIVIA|07|SANTA CRUZ|0709|FLORIDA|070901|SAMAIPATA|2562225622|ESC. NAPOLEON GOMEZ|76243|76243|128|53|4|196|228|11|181
BO|BOLIVIA|06|TARIJA|0603|GRAN CHACO|060301|YACUIBA|2884528845|U.E. CLUB DE LEONES (BÁSICO Y MEDIO)|60894|60894|115|65|2|189|235|7|180
BO|BOLIVIA|05|POTOSI|0505|CHARCAS|050502|TORO TORO|1837818378|ESC. SECCIONAL CARASI|51286|51286|17|141|5|171|229|8|158
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1500015000|COL. CANADA|22289|22289|122|82|1|208|231|3|204
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2331223312|COL.ESC. VIRGEN DE URKUPINA|72529|72529|52|147|3|204|231|2|199
BO|BOLIVIA|06|TARIJA|0604|AVILÉS|060401|URIONDO (CONCEPCIÓN)|2782927829|U.E. LA CHOZA|61353|61353|93|74|2|179|209|10|167
BO|BOLIVIA|01|CHUQUISACA|0107|NOR CINTI|010702|SAN LUCAS|0145101451|U. EDU. "EDUARDO AVAROA"|11383|11383|67|97|5|178|230|9|164
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2404224042|COL.ESC. TIERRAS NUEVAS EL CARMEN|73259|73259|83|104|31|230|230|12|187
BO|BOLIVIA|03|COCHABAMBA|0306|ARQUE|030601|ARQUE|0285002850|ESCUELA MARCELO QUIROGA SANTA CRUZ|32470|32470|17|151|1|178|226|9|168
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0710207102|UNIDAD EDUCATIVA NESTOR ADRIAZOLA (EX COLEGIO NACIONAL CALAMA)|32731|32731|110|83|1|201|230|7|193
BO|BOLIVIA|08|BENI|0802|VACA DIÉZ|080202|PUERTO GUAYARAMERÍN|0078800788|COL. EVANGELICO NACIONAL|80622|80622|107|59|1|172|231|5|166
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2425524255|COL. COVIPAL|73472|73472|75|120|3|205|237|7|195
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2143021430|COL.CLUB DE LEONES|70647|70647|151|45|1|200|220|3|196
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0528605286|ESCUELA EUSEBIO TUDELA|31709|31709|65|132|2|208|239|9|197
BO|BOLIVIA|07|SANTA CRUZ|0710|OBISPO SANTISTEBAN|071002|GENERAL AGUSTÍN SAAVEDRA|2652426524|U.E. ARMINDA MERCADO P.|76701|76701|57|18|4|81|85|2|75
BO|BOLIVIA|07|SANTA CRUZ|0710|OBISPO SANTISTEBAN|071001|MONTERO|2674826748|COL. RAFAEL TERRAZAS|76489|76489|161|34|0|198|233|3|195
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1176711767|UNIDAD EDUCATIVA JUAN JOSE TORRES|24702|24702|89|112|0|205|231|4|201
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1723117231|U. ESC. SAN ISIDRO|40773|40773|72|124|4|208|230|8|196
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1154311543|UNIDAD EDUCATIVA  ALTO DE LA ALIANZA|24478|24478|90|113|5|221|236|13|203
BO|BOLIVIA|05|POTOSI|0503|CORNELIO SAAVEDRA|050301|BETANZOS|1860118601|ESC. UNZAGA DE LA VEGA|50923|50923|44|150|4|206|230|8|194
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0359703597|ESCUELA MIXTA FISCAL TEMPORAL "A"|30020|30020|137|67|0|209|236|5|204
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1040510405|ESC LUIS ESPINAL CAMPS|23340|23340|75|123|4|210|234|8|198
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070104|LA GUARDIA|2063620636|U.E. JOSE MARIANO SERRANO|74626|74626|100|85|1|189|213|3|185
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2504025040|ESC.SOLIDARIDAD 55|74257|74257|89|97|5|198|231|7|186
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0163001630|U.PEDAG.MARISCAL SUCRE|10057|10057|162|30|1|200|232|7|192
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2329923299|COL.ESC. VIRGEN DE URKUPINA|72516|72516|70|112|3|194|231|9|182
BO|BOLIVIA|07|SANTA CRUZ|0707|CORDILLERA|070706|CAMIRI|2541525415|ESC. GABRIEL RENE MORENO|76115|76115|127|57|1|188|229|3|184
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1270412704|UNIDAD EDUCATIVA REPUBLICA DE CUBA|25639|25639|60|137|4|216|233|15|197
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1180411804|COLEGIO NESTOR PAZ|24739|24739|65|135|1|209|233|8|200
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1185111851|UNIDAD EDUCATIVA MERCEDES ELIO DE RIVERO|24786|24786|56|148|2|212|233|6|204
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2134021340|KINDER GUARDERIA EL CARMEN|70557|70557|39|6|1|48|49|2|45
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0746007460|UNIDAD EDUCATIVA EL PASO|33089|33089|68|132|1|209|233|8|200
BO|BOLIVIA|05|POTOSI|0501|TOMÁS FRÍAS|050101|POTOSÍ|1999319993|MARISCAL SANTA CRUZ|50467|50467|171|28|2|208|235|7|199
