Codigo PAIS|Nombre PAIS|Codigo DEPARTAMENTO|Nombre DEPARTAMENTO|Codigo PROVINCIA|Nombre PROVINCIA|Codigo MUNICIPIO|Nombre MUNICIPIO|Codigo RECINTO|Nombre RECINTO|Codigo MESA|Nombre MESA|NO|SÍ|BLANCOS|EMITIDOS|INSCRITOS|NULOS|VALIDOS
BO|BOLIVIA|08|BENI|0808|ITÉNEZ|080802|BAURES|0035600356|ESC.EL CAIRO|81120|81120|42|49|1|95|105|3|91
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1498314983|ESC. SAGRADO CORAZON DE JESUS|22272|22272|75|129|2|210|228|4|204
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070105|EL TORNO|2041220412|ESCUELA PUERTO RICO|74796|74796|81|115|2|206|234|8|196
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1200112001|COLEGIO LUIS ESPINAL CAMPS|24936|24936|62|139|2|212|234|9|201
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2424624246|COL. ESC. HONORATO MEJIA|73463|73463|103|81|4|195|227|7|184
BO|BOLIVIA|07|SANTA CRUZ|0711|ÑUFLO DE CHÁVEZ|071101|CONCEPCIÓN|2619326193|ESC. GUADALUPE FE Y ALEGRIA|76854|76854|92|105|9|210|235|4|197
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1504315043|ESC. REMBERTO TAPIA|22332|22332|102|98|2|206|227|4|200
BO|BOLIVIA|03|COCHABAMBA|0312|CARRASCO|031204|CHIMORÉ|0320103201|ESCUELA GERÓNIMO UZEDA FE Y ALEGRIA|34685|34685|53|128|4|192|237|7|181
BO|BOLIVIA|06|TARIJA|0601|CERCADO|060101|TARIJA|2852228522|U.E. SAN GERONIMO|60576|60576|146|31|1|184|233|6|177
BO|BOLIVIA|06|TARIJA|0605|MÉNDEZ|060501|VILLA SAN LORENZO|2917129171|U.E. 15 DE ABRIL ERQUIS|61432|61432|97|87|7|197|233|6|184
BO|BOLIVIA|08|BENI|0801|CERCADO|080101|TRINIDAD|0024800248|ESC.J.AZURDUY DE PADILLA|80237|80237|26|7|0|35|39|2|33
BO|BOLIVIA|07|SANTA CRUZ|0711|ÑUFLO DE CHÁVEZ|071106|CUATRO CAÑADAS|2625126251|ESC. JUAN PABLO SEGUNDO|77092|77092|80|108|3|212|236|21|188
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0421704217|LICEO GUINDALINA LOAYZA|30640|30640|52|7|0|60|67|1|59
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2377923779|COL. CASTILLA LA MANCHA|72996|72996|111|77|2|195|233|5|188
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0388203882|COLEGIO ALBERT EINSTEIN|30305|30305|165|29|1|199|226|4|194
BO|BOLIVIA|08|BENI|0801|CERCADO|080102|SAN JAVIER|0000600006|ESCUELA NUEVA ISRAEL|80343|80343|70|69|1|169|231|29|139
BO|BOLIVIA|07|SANTA CRUZ|0705|CHIQUITOS|070502|PAILÓN|2513325133|ESC. FE ALEGRIA|75668|75668|138|52|2|195|231|3|190
BO|BOLIVIA|02|LA PAZ|0212|LOS ANDES|021201|PUCARANI|0977809778|ESCUELA ANTOFAGASTA|27299|27299|73|130|9|223|233|11|203
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1534515345|COL. GUILLEN PINTO|22634|22634|92|106|2|204|227|4|198
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2499724997|ESCUELA SECCIONAL GUAPILO|74214|74214|139|59|2|208|236|8|198
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0190001900|ESTADIUM PATRIA|10327|10327|152|51|0|205|235|2|203
BO|BOLIVIA|06|TARIJA|0606|BURNET O'CONNOR|060601|ENTRE RÍOS (LA MORETA)|2793827938|U.E. TTE. GUALBERTO VILLARROEL|61582|61582|68|98|2|178|226|10|166
BO|BOLIVIA|08|BENI|0801|CERCADO|080101|TRINIDAD|0033000330|COL. JOAQUIN HURTADO CHAVEZ|80319|80319|111|76|2|195|233|6|187
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0160001600|U. EDU. "GUALBERTO VILLARROEL"|10027|10027|23|68|6|102|109|5|91
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1178611786|COLEGIO NESTOR PAZ|24721|24721|85|112|0|204|233|7|197
BO|BOLIVIA|07|SANTA CRUZ|0705|CHIQUITOS|070502|PAILÓN|2517225172|ESCUELA TUNAS NUEVO|75707|75707|8|56|0|66|93|2|64
BO|BOLIVIA|06|TARIJA|0601|CERCADO|060101|TARIJA|2843828438|U.E. LA PAZ|60492|60492|148|46|0|204|235|10|194
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2243122431|COL. EDUCATIVO COTOCA|71648|71648|33|26|0|61|74|2|59
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1732317323|COL. PARTICULAR LA SALLE.-|40865|40865|122|75|1|204|233|6|197
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0190201902|ESTADIUM PATRIA|10329|10329|149|41|0|197|233|7|190
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1031110311|COLEGIO SAN JOSE|23246|23246|70|126|1|212|231|15|196
BO|BOLIVIA|06|TARIJA|0601|CERCADO|060101|TARIJA|2801328013|U.E. NACIONAL SAN LUIS|60067|60067|173|21|1|200|232|5|194
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1299312993|COL. EXPERIMENTAL HUGO DAVILA|20282|20282|165|34|0|202|233|3|199
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2145421454|COL.LA SANTA CRUZ|70671|70671|167|19|0|187|229|1|186
BO|BOLIVIA|06|TARIJA|0603|GRAN CHACO|060301|YACUIBA|2903329033|U.E. HEROES DEL CHACO|61082|61082|71|95|2|174|234|6|166
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0512005120|COLEGIO SAN ANTONIO DE PUCARA|31543|31543|66|132|1|206|232|7|198
BO|BOLIVIA|05|POTOSI|0514|DANIEL CAMPOS|051401|LLICA|1871518715|U.E. ELIZARDO PEREZ|51981|51981|6|45|1|54|58|2|51
BO|BOLIVIA|08|BENI|0806|MARBÁN|080602|SAN ANDRÉS|0066500665|ESC.CENTRAL 2 DE AGOSTO|81028|81028|80|100|5|190|234|5|180
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2268322683|COL. SOR MARIA CRISTINA PEREZ|71900|71900|164|31|0|200|226|5|195
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0464404644|ESCUELA FISCAL JUAN XXIII "A"|31067|31067|142|61|1|204|234|0|203
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2157521575|COL. PEDRO GUTIERREZ|70792|70792|177|19|0|205|225|9|196
BO|BOLIVIA|07|SANTA CRUZ|0702|WARNES|070201|WARNES|2755627556|ESC. CIUDAD SATELITE NORTE|75078|75078|101|89|2|195|232|3|190
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1354213542|ESC. SAN MARTIN|20831|20831|144|49|0|201|228|8|193
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2111821118|COL. ARTURO MEDEIROS|70335|70335|126|63|1|199|231|9|189
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1460014600|UNID. EDUC. JAIME ESCALANTE|21889|21889|92|102|1|198|237|3|194
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0229502295|ESC. HORNO KHASA|10722|10722|127|74|2|209|233|6|201
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2289722897|COL. 27 DE MAYO|72114|72114|116|68|1|188|234|3|184
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2170521705|COLEGIO NESTOR SUAREZ|70922|70922|119|68|0|190|227|3|187
BO|BOLIVIA|07|SANTA CRUZ|0710|OBISPO SANTISTEBAN|071001|MONTERO|2675926759|UE MAXIMILIANO KOLBE|76500|76500|102|86|1|194|232|5|188
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0712807128|COLEGIO FRANZ TAMAYO|32757|32757|130|70|3|204|232|1|200
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1303513035|ESC PANAMA|20324|20324|159|46|0|209|227|4|205
BO|BOLIVIA|07|SANTA CRUZ|0713|MANUEL M. CABALLERO|071302|SAIPINA|2616726167|ESC. EMILIA CABALLERO|77202|77202|6|26|0|33|34|1|32
BO|BOLIVIA|06|TARIJA|0603|GRAN CHACO|060301|YACUIBA|2898728987|ESC. 2 DE AGOSTO|61036|61036|96|101|6|212|235|9|197
BO|BOLIVIA|02|LA PAZ|0209|LOAYZA|020901|LURIBAY|0955809558|UNIDAD EDUCATIVA PEDRO DOMINGO MURILLO|26755|26755|36|156|3|196|230|1|192
BO|BOLIVIA|05|POTOSI|0504|CHAYANTA|050403|POCOATA|1852918529|ESC. ACHACANA|51185|51185|6|180|0|193|221|7|186
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2345923459|COL. ESC.JUANA AZURDUY DE PADILLA|72676|72676|112|80|1|200|228|7|192
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2171121711|COLEGIO NESTOR SUAREZ|70928|70928|141|46|0|192|228|5|187
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0210302103|ESC. SAN JAVIER|10530|10530|169|37|0|213|234|7|206
BO|BOLIVIA|03|COCHABAMBA|0313|MIZQUE|031301|MIZQUE|0665306653|COLEGIO PEDRO IGNACIO RIVERO|34968|34968|55|130|6|194|230|3|185
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1081710817|COL HEROES DEL PACIFICO|23752|23752|140|56|1|206|225|9|196
BO|BOLIVIA|02|LA PAZ|0214|NOR YUNGAS|021401|COROICO|1563815638|UNIDAD EDU. SAN PEDRO|27670|27670|81|95|6|189|223|7|176
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1125411254|UNIDAD EDUCATIVA GRAN PODER|24189|24189|81|119|0|204|230|4|200
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1171611716|UNIDAD EDUCATIVA SAN LUIS|24651|24651|78|104|5|196|221|9|182
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1204412044|COLEGIO FERNANDO NOGALES CASTRO|24979|24979|98|100|3|214|234|13|198
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1487014870|COL. SAN MARTIN|22159|22159|139|54|1|200|228|6|193
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1490414904|ESC. EDUARDO AVAROA|22193|22193|145|65|1|213|228|2|210
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1503515035|COL DANIEL SANCHEZ BUSTAMANTE|22324|22324|80|117|2|202|230|3|197
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2267022670|COL. GILBERTO MENACHO|71887|71887|112|77|1|198|233|8|189
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031001|SACABA|0599105991|COLEGIO PUERTO MEJILLONES|34017|34017|125|77|0|205|235|3|202
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1007510075|COLEGIO HUAYNA POTOSI|23010|23010|61|138|5|213|228|9|199
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070104|LA GUARDIA|2068320683|ESC. RUBEN DARIO SOLIZ|74673|74673|90|90|5|189|231|4|180
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1199511995|COLEGIO LUIS ESPINAL CAMPS|24930|24930|75|123|3|204|229|3|198
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2392423924|COL. CENTRO EDUCATIVO CARITAS|73141|73141|141|49|0|198|230|8|190
BO|BOLIVIA|03|COCHABAMBA|0307|CAPINOTA|030701|CAPINOTA|0316603166|UNIDAD EDUCATIVA YATAMOCO|32558|32558|58|149|2|219|238|10|207
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1426314263|INSTITUTO AMERICANO OBRAJES|21552|21552|166|44|1|215|233|4|210
BO|BOLIVIA|05|POTOSI|0501|TOMÁS FRÍAS|050101|POTOSÍ|2005120051|COL. DIVINO MAESTRO|50525|50525|182|23|0|213|237|8|205
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1347113471|COL. CRISTO REY|20760|20760|133|61|4|202|232|4|194
BO|BOLIVIA|06|TARIJA|0605|MÉNDEZ|060501|VILLA SAN LORENZO|2920029200|U.E. JULIO SUCRE SELLA MENDEZ|61461|61461|116|42|6|170|227|6|158
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2467324673|COL. UV. LA MADRE|73890|73890|159|41|2|205|233|3|200
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031003|VILLA TUNARI|0641106411|UNIDAD EDUCATIVA PARAISO-TODO SANTOS|34492|34492|22|187|2|213|232|2|209
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010102|YOTALA|0247802478|CENTRO EDUCATIVO "SANTA ROSA"|10905|10905|81|83|1|193|237|28|164
BO|BOLIVIA|01|CHUQUISACA|0107|NOR CINTI|010702|SAN LUCAS|0150701507|U.E. CRUZ MAYU|11439|11439|1|87|2|90|92|0|88
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0204302043|ESC. ROBERTO ALVARADO|10470|10470|142|54|2|201|233|3|196
BO|BOLIVIA|02|LA PAZ|0202|OMASUYOS|020201|ACHACACHI|1567815678|ESC. SIMON BOLIVIAR|25648|25648|79|100|9|201|225|13|179
BO|BOLIVIA|05|POTOSI|0501|TOMÁS FRÍAS|050101|POTOSÍ|1976719767|UNIDAD EDUCATIVA SANTA ROSA|50241|50241|182|19|0|206|226|5|201
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1347313473|COL. CRISTO REY|20762|20762|122|79|1|206|231|4|201
BO|BOLIVIA|01|CHUQUISACA|0108|BELISARIO BOETO|010801|VILLA SERRANO|0121801218|UNIDAD EDUCATIVA "MAMERTO NAVA DURAN"|11516|11516|15|122|3|150|197|10|137
BO|BOLIVIA|03|COCHABAMBA|0310|CHAPARE|031003|VILLA TUNARI|0641006410|UNIDAD EDUCATIVA PARAISO-TODO SANTOS|34491|34491|24|182|1|213|230|6|206
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1137611376|COLEGIO PUERTO DEL ROSARIO|24311|24311|85|118|1|207|232|3|203
BO|BOLIVIA|07|SANTA CRUZ|0714|GERMÁN BUSCH|071401|PUERTO SUÁREZ|2571725717|ESC. ELIODORO PAZ|77209|77209|104|61|2|170|230|3|165
BO|BOLIVIA|07|SANTA CRUZ|0705|CHIQUITOS|070502|PAILÓN|2513925139|ESC. FE ALEGRIA|75674|75674|108|60|2|177|231|7|168
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1197511975|U. E. VILLA ADELA YUNGUYO|24910|24910|91|114|1|210|229|4|205
BO|BOLIVIA|02|LA PAZ|0211|SUR YUNGAS|021102|IRUPANA (VILLA DE LANZA)|1607516075|ESC. CENTRAL LA PLAZUELA|27058|27058|50|137|2|190|230|1|187
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1443114431|COL. AMOR DE DIOS|21720|21720|167|29|1|199|229|2|196
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1320713207|COLEGIO  ADOLFO  COSTA DU RELS|20496|20496|64|126|3|200|229|7|190
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2257822578|COL. FE Y ALEGRIA|71795|71795|101|95|0|199|234|3|196
BO|BOLIVIA|02|LA PAZ|0214|NOR YUNGAS|021401|COROICO|1563115631|ESC. FELIX REYES ORTIZ|27663|27663|88|90|4|187|228|5|178
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2387723877|COLEGIO ADELA ZAMUDIO|73094|73094|120|75|3|202|233|4|195
BO|BOLIVIA|04|ORURO|0402|ABAROA|040201|CHALLAPATA|1627216272|U. E. REPUBLICA ARGENTINA|41021|41021|104|71|5|188|223|8|175
BO|BOLIVIA|01|CHUQUISACA|0106|YAMPARAEZ|010602|YAMPAREZ|0269202692|ESCUELA "EDUARDO SEMPERTEGUI"|11311|11311|55|100|7|172|224|10|155
BO|BOLIVIA|03|COCHABAMBA|0304|ESTEBAN ARCE|030403|ARBIETO|0647806478|UNIDAD EDUCATIVA ANTONIO ARNEZ -ARANJUEZ|32369|32369|44|98|3|151|174|6|142
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1476914769|INSTITUTO AMERICANO|22058|22058|168|40|0|213|230|5|208
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1549115491|SEDE SOCIAL CARPANI|22780|22780|16|171|15|205|222|3|187
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2162721627|COL. ESCUELA MAGISTERIO|70844|70844|174|23|0|201|230|4|197
BO|BOLIVIA|07|SANTA CRUZ|0710|OBISPO SANTISTEBAN|071001|MONTERO|2669726697|COL. MARCELIANO MONTERO|76438|76438|154|30|0|197|227|13|184
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2380223802|U.E. MANANTIAL DE VIDA|73019|73019|78|137|0|217|235|2|215
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1717517175|U. ESC. ORURO OTAWA (PRIMARIA)|40717|40717|127|62|3|203|228|11|189
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1085610856|ESC LIBERTAD EN LAS AMERICAS|23791|23791|82|109|5|209|237|13|191
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2302223022|COL. RAFAEL BUSTILLOS|72239|72239|122|83|3|209|233|1|205
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2501825018|ESC. GABRIEL JOSE MORENO|74235|74235|141|54|3|200|231|2|195
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2275122751|COL. GUAPILO JUNIN|71968|71968|144|55|2|206|231|5|199
BO|BOLIVIA|06|TARIJA|0603|GRAN CHACO|060301|YACUIBA|2905629056|U.E. PROF. BAUTISTA JURADO|61105|61105|69|103|7|181|230|2|172
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2458624586|COL. MONSEÑOR LUIS RODRIGUEZ P.|73803|73803|130|61|1|194|229|2|191
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0477404774|ESCUELA GERARDO VARGAS|31197|31197|89|107|1|200|230|3|196
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1201612016|COLEGIO LUIS ESPINAL CAMPS|24951|24951|68|132|1|216|234|15|200
BO|BOLIVIA|01|CHUQUISACA|0101|OROPEZA|010101|SUCRE|0242302423|AASANA|10850|10850|129|65|3|202|230|5|194
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1530615306|COL. FRANZ TAMAYO|22595|22595|100|103|0|213|235|10|203
BO|BOLIVIA|02|LA PAZ|0204|CAMACHO|020403|PUERTO CARABUCO|0855008550|COLEGIO MARTIN CARDENAS|26047|26047|50|112|4|174|222|8|162
BO|BOLIVIA|05|POTOSI|0507|ALONSO DE IBÁÑEZ|050702|CARIPUYO|1807618076|ESC. EDUARDO AVAROA|51438|51438|10|52|10|73|95|1|62
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1730617306|U. ESC. HIJOS DEL SOL (PLAN 500)|40848|40848|80|108|2|198|235|8|188
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1179511795|COLEGIO NESTOR PAZ|24730|24730|65|146|4|221|236|6|211
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070104|LA GUARDIA|2072320723|ESCUELA MAESTRO PITAGORAS|74713|74713|74|124|3|214|236|13|198
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1214312143|COL SAN VICENTE DE PAUL|25078|25078|83|123|2|215|236|7|206
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1143411434|UNIDAD EDUCATIVA UNION EUROPEA|24369|24369|81|122|1|207|227|3|203
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1435614356|COLEGIO SAN IGNACIO|21645|21645|155|35|0|190|234|0|190
BO|BOLIVIA|02|LA PAZ|0207|FRANZ TAMAYO|020702|PELECHUCO|0878408784|ESC. CANTON SUCHES|26401|26401|78|85|3|173|211|7|163
BO|BOLIVIA|05|POTOSI|0504|CHAYANTA|050404|OCURÍ|1848018480|U.E. COLLPA|51216|51216|25|113|13|158|168|7|138
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2377423774|COL. CASTILLA LA MANCHA|72991|72991|119|62|1|190|230|8|181
BO|BOLIVIA|03|COCHABAMBA|0301|CERCADO|030101|COCHABAMBA|0498804988|COLEGIO MARTIN CARDENAS|31411|31411|93|107|0|206|235|6|200
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070104|LA GUARDIA|2062720627|U.E. AYACUCHO|74617|74617|84|137|2|227|238|4|221
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1412614126|ESC SANTA ROSA DE LIMA|21415|21415|42|159|5|217|237|11|201
BO|BOLIVIA|06|TARIJA|0606|BURNET O'CONNOR|060601|ENTRE RÍOS (LA MORETA)|2793327933|U.E. CHIQUIACA CENTRO|61577|61577|76|109|7|197|234|5|185
BO|BOLIVIA|07|SANTA CRUZ|0707|CORDILLERA|070706|CAMIRI|2540425404|ESC. APONTE J. MANUEL O.H. DEL CHACO|76104|76104|127|66|1|203|229|9|193
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0707407074|TEOFILO VARGAS CANDIA "B"|32703|32703|128|75|3|213|234|7|203
BO|BOLIVIA|02|LA PAZ|0211|SUR YUNGAS|021102|IRUPANA (VILLA DE LANZA)|1608516085|COLEGIO TTE.CNL. RAFAEL PABON|27068|27068|68|108|5|183|228|2|176
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2132421324|COL. VILLA BOLIVIA|70541|70541|135|46|1|194|229|12|181
BO|BOLIVIA|06|TARIJA|0602|ARCE|060202|BERMEJO|2769127691|U.E. EDUARDO AVAROA|60810|60810|87|94|4|186|236|1|181
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2194321943|COL. RAMON DARIO GUTIERREZ|71160|71160|165|41|0|206|235|0|206
BO|BOLIVIA|04|ORURO|0401|CERCADO|040101|ORURO|1684116841|U. ESC. KANTUTA.-|40383|40383|80|78|4|211|235|49|158
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2103621036|ESC. GERMAN BUSCH|70253|70253|161|34|0|196|228|1|195
BO|BOLIVIA|03|COCHABAMBA|0312|CARRASCO|031201|TOTORA|0355803558|SEDE DE LA JUNTA VECINAL DE EPIZANA|34603|34603|18|191|2|218|234|7|209
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2476824768|COL. ESCUELA AMBROCIO VILLARROEL|73985|73985|38|37|1|77|96|1|75
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020101|NUESTRA SEÑORA DE LA PAZ|1369813698|UNIDAD EDUCATIVA 24 DE JUNIO|20987|20987|119|82|3|215|226|11|201
BO|BOLIVIA|05|POTOSI|0515|MODESTO OMISTE|051501|VILLAZÓN|1894818948|COL.MODESTO OMISTE|52092|52092|79|69|0|159|227|11|148
BO|BOLIVIA|09|PANDO|0903|MADRE DE DIOS|090301|PUERTO GONZALO MORENO|1777917779|U.E. LUZ EN EL CAMINO|90246|90246|78|71|1|160|231|10|149
BO|BOLIVIA|02|LA PAZ|0201|MURILLO|020105|EL ALTO|1000110001|COL TUNARI|22936|22936|80|123|1|219|235|15|203
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2080920809|COLEGIO CASTULO CHAVEZ|70026|70026|166|27|2|196|231|1|193
BO|BOLIVIA|03|COCHABAMBA|0309|QUILLACOLLO|030901|QUILLACOLLO|0706507065|TEOFILO VARGAS CANDIA "B"|32694|32694|124|82|1|210|233|3|206
BO|BOLIVIA|07|SANTA CRUZ|0701|ANDRÉS IBÁÑEZ|070101|SANTA CRUZ DE LA SIERRA|2343623436|COL. LUIS BARRANCO ALVAREZ|72653|72653|111|78|0|193|236|4|189
